SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,TX,PINEYWOODS AEC OF CHOICE,TX-113901-113901004,481572012279,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,6.41,Free and Reduced-price Lunch Table,14.0
2017-2018,TX,CROSBY H S,TX-101906-101906001,481575001142,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,121.56,Free and Reduced-price Lunch Table,753.0
2017-2018,TX,CROSBY CROSSROADS ACADEMY,TX-101906-101906004,481575012769,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,1.0,Free and Reduced-price Lunch Table,7.0
2017-2018,TX,CROSS PLAINS H S,TX-030901-030901001,481581001150,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,16.73,Free and Reduced-price Lunch Table,79.0
2017-2018,TX,CROSS ROADS H S,TX-107904-107904001,481584005434,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.45,Free and Reduced-price Lunch Table,84.0
2017-2018,TX,CROWLEY H S,TX-220912-220912001,481591001155,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,156.51,Free and Reduced-price Lunch Table,1146.0
2017-2018,TX,NORTH CROWLEY H S,TX-220912-220912002,481591008040,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,190.21,Free and Reduced-price Lunch Table,1238.0
2017-2018,TX,CRYSTAL CITY H S,TX-254901-254901001,481593001161,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,33.64,Free and Reduced-price Lunch Table,331.0
2017-2018,TX,CUERO H S,TX-062901-062901001,481596001164,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,57.95,Free and Reduced-price Lunch Table,420.0
2017-2018,TX,CUMBY H S,TX-112905-112905001,481602001174,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,21.84,Free and Reduced-price Lunch Table,104.0
2017-2018,TX,CUSHING SCHOOL,TX-174902-174902001,481608001176,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.85,Free and Reduced-price Lunch Table,158.0
2017-2018,TX,CYPRESS FALLS H S,TX-101907-101907007,481611001148,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,223.13,Free and Reduced-price Lunch Table,1739.0
2017-2018,TX,CY-FAIR H S,TX-101907-101907002,481611001182,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,220.27,Free and Reduced-price Lunch Table,1190.0
2017-2018,TX,CYPRESS CREEK H S,TX-101907-101907004,481611001183,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,206.61,Free and Reduced-price Lunch Table,1561.0
2017-2018,TX,JERSEY VILLAGE H S,TX-101907-101907003,481611001186,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,217.49,Free and Reduced-price Lunch Table,1806.0
2017-2018,TX,LANGHAM CREEK H S,TX-101907-101907005,481611005973,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,197.81,Free and Reduced-price Lunch Table,1439.0
2017-2018,TX,CYPRESS SPRINGS H S,TX-101907-101907009,481611007623,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,192.1,Free and Reduced-price Lunch Table,1857.0
2017-2018,TX,CYPRESS RIDGE H S,TX-101907-101907010,481611009266,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,249.07,Free and Reduced-price Lunch Table,1958.0
2017-2018,TX,CYPRESS WOODS H S,TX-101907-101907011,481611011252,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,197.23,Free and Reduced-price Lunch Table,669.0
2017-2018,TX,CYPRESS RANCH H S,TX-101907-101907012,481611011253,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,187.7,Free and Reduced-price Lunch Table,462.0
2017-2018,TX,CYPRESS LAKES H S,TX-101907-101907013,481611011254,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,215.34,Free and Reduced-price Lunch Table,2142.0
2017-2018,TX,DAINGERFIELD H S,TX-172902-172902001,481618001196,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.86,Free and Reduced-price Lunch Table,210.0
2017-2018,TX,DALHART H S,TX-056901-056901001,481620001203,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,43.11,Free and Reduced-price Lunch Table,227.0
2017-2018,TX,A MACEO SMITH NEW TECH H S,TX-057905-057905003,481623001204,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.11,Free and Reduced-price Lunch Table,326.0
2017-2018,TX,BRYAN ADAMS H S,TX-057905-057905001,481623001205,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,130.43,Free and Reduced-price Lunch Table,1804.0
2017-2018,TX,W H ADAMSON H S,TX-057905-057905002,481623001206,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,90.04,Free and Reduced-price Lunch Table,1364.0
2017-2018,TX,SCHOOL OF BUSINESS AND MANAGEMENT,TX-057905-057905033,481623001225,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,27.23,Free and Reduced-price Lunch Table,390.0
2017-2018,TX,DAVID W CARTER H S,TX-057905-057905023,481623001229,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,80.16,Free and Reduced-price Lunch Table,831.0
2017-2018,TX,BOOKER T WASHINGTON SPVA MAGNET,TX-057905-057905034,481623001242,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,54.89,Free and Reduced-price Lunch Table,327.0
2017-2018,TX,SCHOOL OF HEALTH PROFESSIONS,TX-057905-057905036,481623001273,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.35,Free and Reduced-price Lunch Table,450.0
2017-2018,TX,HILLCREST H S,TX-057905-057905006,481623001277,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,72.97,Free and Reduced-price Lunch Table,868.0
2017-2018,TX,THOMAS JEFFERSON H S,TX-057905-057905007,481623001289,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,114.31,Free and Reduced-price Lunch Table,1321.0
2017-2018,TX,JUSTIN F KIMBALL H S,TX-057905-057905008,481623001295,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,96.29,Free and Reduced-price Lunch Table,1108.0
2017-2018,TX,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,TX-057905-057905009,481623001304,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,37.39,Free and Reduced-price Lunch Table,562.0
2017-2018,TX,JAMES MADISON H S,TX-057905-057905032,481623001311,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,41.44,Free and Reduced-price Lunch Table,455.0
2017-2018,TX,NORTH DALLAS H S,TX-057905-057905024,481623001324,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,64.35,Free and Reduced-price Lunch Table,973.0
2017-2018,TX,L G PINKSTON H S,TX-057905-057905012,481623001331,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,70.48,Free and Reduced-price Lunch Table,819.0
2017-2018,TX,FRANKLIN D ROOSEVELT H S,TX-057905-057905013,481623001343,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,42.7,Free and Reduced-price Lunch Table,665.0
2017-2018,TX,SEAGOVILLE H S,TX-057905-057905015,481623001352,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,91.37,Free and Reduced-price Lunch Table,1324.0
2017-2018,TX,SKYLINE H S,TX-057905-057905025,481623001357,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,284.29,Free and Reduced-price Lunch Table,3792.0
2017-2018,TX,SOUTH OAK CLIFF H S,TX-057905-057905016,481623001358,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,86.38,Free and Reduced-price Lunch Table,1078.0
2017-2018,TX,H GRADY SPRUCE H S,TX-057905-057905017,481623001360,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,117.49,Free and Reduced-price Lunch Table,1647.0
2017-2018,TX,SUNSET H S,TX-057905-057905018,481623001367,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,124.31,Free and Reduced-price Lunch Table,1899.0
2017-2018,TX,W W SAMUELL H S,TX-057905-057905014,481623001379,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,121.83,Free and Reduced-price Lunch Table,1874.0
2017-2018,TX,W T WHITE H S,TX-057905-057905021,481623001383,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,131.81,Free and Reduced-price Lunch Table,1806.0
2017-2018,TX,WOODROW WILSON H S,TX-057905-057905022,481623001387,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,110.78,Free and Reduced-price Lunch Table,1074.0
2017-2018,TX,SCHOOL OF SCIENCE AND ENGINEERING,TX-057905-057905026,481623003641,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.78,Free and Reduced-price Lunch Table,260.0
2017-2018,TX,ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,TX-057905-057905037,481623005441,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.44,Free and Reduced-price Lunch Table,254.0
2017-2018,TX,JUDGE BAREFOOT SANDERS LAW MAGNET,TX-057905-057905038,481623005444,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,24.29,Free and Reduced-price Lunch Table,331.0
2017-2018,TX,SCHOOL FOR THE TALENTED AND GIFTED,TX-057905-057905039,481623005865,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,16.41,Free and Reduced-price Lunch Table,112.0
2017-2018,TX,HOSPITAL/HOMEBOUND,TX-057905-057905099,481623006391,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,7.27,Free and Reduced-price Lunch Table,42.0
2017-2018,TX,DR WRIGHT L LASSITER JR EARLY COLLEGE H S,TX-057905-057905090,481623006532,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.0,Free and Reduced-price Lunch Table,193.0
2017-2018,TX,SCHOOL COMMUNITY GUIDANCE CENTER,TX-057905-057905029,481623006930,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,20.88,Free and Reduced-price Lunch Table,88.0
2017-2018,TX,MAYA ANGELOU H S,TX-057905-057905030,481623006965,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,6.08,Free and Reduced-price Lunch Table,23.0
2017-2018,TX,MOISES E MOLINA H S,TX-057905-057905005,481623007565,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,132.51,Free and Reduced-price Lunch Table,2124.0
2017-2018,TX,EMMETT J CONRAD H S,TX-057905-057905028,481623010560,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,88.89,Free and Reduced-price Lunch Table,984.0
2017-2018,TX,IRMA LERMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL,TX-057905-057905035,481623010561,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,16.34,Free and Reduced-price Lunch Table,209.0
2017-2018,TX,TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,TX-057905-057905088,481623011197,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.49,Free and Reduced-price Lunch Table,363.0
2017-2018,TX,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,TX-057905-057905085,481623012028,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.0,Free and Reduced-price Lunch Table,283.0
2017-2018,TX,JOHN LESLIE PATTON JR ACADEMIC CENTER,TX-057905-057905389,481623012549,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,17.0,Free and Reduced-price Lunch Table,195.0
2017-2018,TX,WILMER-HUTCHINS H S,TX-057905-057905380,481623012551,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,56.75,Free and Reduced-price Lunch Table,676.0
2017-2018,TX,BARACK OBAMA MALE LEADERSHIP ACA AT BF DARRELL H S,TX-057905-057905381,481623012569,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.59,Free and Reduced-price Lunch Table,138.0
2017-2018,TX,DAMON H S,TX-020910-020910001,481626013469,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,4.91,Free and Reduced-price Lunch Table,14.0
2017-2018,TX,DANBURY H S,TX-020904-020904001,481629001393,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,17.74,Free and Reduced-price Lunch Table,43.0
2017-2018,TX,DAWSON H S,TX-175904-175904001,481638001397,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.6,Free and Reduced-price Lunch Table,143.0
2017-2018,TX,DAYTON H S,TX-146902-146902002,481641001402,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,97.65,Free and Reduced-price Lunch Table,940.0
2017-2018,TX,DE LEON H S,TX-047902-047902001,481644001405,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.51,Free and Reduced-price Lunch Table,83.0
2017-2018,TX,DECATUR H S,TX-249905-249905001,481650001407,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,61.04,Free and Reduced-price Lunch Table,454.0
2017-2018,TX,DEER PARK HS,TX-101908-101908001,481653001415,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,262.35,Free and Reduced-price Lunch Table,1686.0
2017-2018,TX,DEKALB H S,TX-019901-019901001,481657001422,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.71,Free and Reduced-price Lunch Table,133.0
2017-2018,TX,DEL VALLE H S,TX-227910-227910001,481662001424,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,189.57,Free and Reduced-price Lunch Table,2205.0
2017-2018,TX,DEL VALLE OPPORTUNITY CTR,TX-227910-227910002,481662021529,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,37.37,Free and Reduced-price Lunch Table,182.0
2017-2018,TX,DENISON H S,TX-091903-091903001,481671001433,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,94.9,Free and Reduced-price Lunch Table,695.0
2017-2018,TX,PATHWAYS H S,TX-091903-091903002,481671007294,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,4.84,Free and Reduced-price Lunch Table,8.0
2017-2018,TX,DENTON H S,TX-061901-061901003,481674000657,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,146.76,Free and Reduced-price Lunch Table,958.0
2017-2018,TX,JOE DALE SPARKS CAMPUS,TX-061901-061901040,481674003735,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,14.0,Free and Reduced-price Lunch Table,20.0
2017-2018,TX,RYAN H S,TX-061901-061901002,481674006976,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,160.74,Free and Reduced-price Lunch Table,1128.0
2017-2018,TX,GUYER H S,TX-061901-061901007,481674010607,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,175.65,Free and Reduced-price Lunch Table,508.0
2017-2018,TX,RAY E BRASWELL H S,TX-061901-061901008,481674013273,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,124.99,Free and Reduced-price Lunch Table,571.0
2017-2018,TX,FRED MOORE H S,TX-061901-061901039,481674021219,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,7.15,Free and Reduced-price Lunch Table,27.0
2017-2018,TX,DENVER CITY H S,TX-251901-251901001,481677001456,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,40.25,Free and Reduced-price Lunch Table,203.0
2017-2018,TX,DESOTO H S & ISTEAM3D,TX-057906-057906001,481686001459,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,212.33,Free and Reduced-price Lunch Table,2113.0
2017-2018,TX,WINGS (WHERE I NOW GAIN SUCCESS),TX-057906-057906003,481686013370,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,3.29,Free and Reduced-price Lunch Table,47.0
2017-2018,TX,DESOTO ALTERNATIVE EDUCATION CENTER (DAEP),TX-057906-057906008,481686013373,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,7.9,Free and Reduced-price Lunch Table,32.0
2017-2018,TX,DETROIT H S,TX-194905-194905001,481689001465,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,18.04,Free and Reduced-price Lunch Table,79.0
2017-2018,TX,DEVINE H S,TX-163901-163901001,481695001469,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,42.61,Free and Reduced-price Lunch Table,270.0
2017-2018,TX,DEWEYVILLE H S,TX-176903-176903001,481701001473,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.73,Free and Reduced-price Lunch Table,199.0
2017-2018,TX,DIBOLL H S,TX-003905-003905001,481704001475,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,34.96,Free and Reduced-price Lunch Table,369.0
2017-2018,TX,DICKINSON H S,TX-084901-084901001,481707001477,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,186.22,Free and Reduced-price Lunch Table,1667.0
2017-2018,TX,DICKINSON CONTINUATION CENTER,TX-084901-084901009,481707012520,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,5.49,Free and Reduced-price Lunch Table,50.0
2017-2018,TX,DILLEY H S,TX-082902-082902001,481710001483,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.73,Free and Reduced-price Lunch Table,202.0
2017-2018,TX,DIMMITT H S,TX-035901-035901001,481716001487,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,38.67,Free and Reduced-price Lunch Table,238.0
2017-2018,TX,DONNA H S,TX-108902-108902001,481739001497,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,148.24,Free and Reduced-price Lunch Table,1827.0
2017-2018,TX,3D ACADEMY,TX-108902-108902006,481739012205,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,13.0,Free and Reduced-price Lunch Table,138.0
2017-2018,TX,DONNA NORTH H S,TX-108902-108902007,481739012761,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,145.74,Free and Reduced-price Lunch Table,2062.0
2017-2018,TX,DUBLIN H S,TX-072902-072902001,481758001512,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,41.62,Free and Reduced-price Lunch Table,346.0
2017-2018,TX,DUMAS H S,TX-171901-171901001,481761001515,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,85.48,Free and Reduced-price Lunch Table,573.0
2017-2018,TX,NORTH PLAINS OPPORTUNITY CENTER,TX-171901-171901002,481761017047,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,7.35,Free and Reduced-price Lunch Table,30.0
2017-2018,TX,DUNCANVILLE H S,TX-057907-057907001,481764001524,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,230.46,Free and Reduced-price Lunch Table,2933.0
2017-2018,TX,MARY E SMITHEY PACE H S,TX-057907-057907004,481764003679,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,9.83,Free and Reduced-price Lunch Table,61.0
2017-2018,TX,SUMMIT LEARNING CENTER,TX-057907-057907005,481764008519,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,20.22,Free and Reduced-price Lunch Table,48.0
2017-2018,TX,BOSWELL H S,TX-220918-220918001,481770001531,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,120.26,Free and Reduced-price Lunch Table,561.0
2017-2018,TX,ELMER C WATSON H S,TX-220918-220918002,481770005450,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,8.45,Free and Reduced-price Lunch Table,43.0
